
#还有效的源,#genre#
大同教育HD,http://183.186.251.174:8085/rtp/226.0.2.232:9772 -- 0.37 MB/s
大同教育HD,http://183.189.222.43:8888/rtp/226.0.2.232:9772 -- 0.28 MB/s
大同教育HD,http://61.134.206.165:8085/rtp/226.0.2.232:9772 -- 0.31 MB/s
大成电视,http://121.29.169.33:888/rtp/239.253.92.230:6068 -- 0.08 MB/s
大成电视,http://121.29.215.124:888/rtp/239.253.92.230:6068 -- 0.00 MB/s
大成电视,http://121.29.215.181:888/rtp/239.253.92.230:6068 -- 0.05 MB/s
大成电视,http://60.10.204.102:7171/rtp/239.253.92.230:6068 -- 0.11 MB/s
大成电视,http://60.7.56.21:4000/rtp/239.253.92.230:6068 -- 0.36 MB/s
大成电视,http://60.7.56.33:4000/rtp/239.253.92.230:6068 -- 0.28 MB/s
大港油田企业,http://111.167.227.238:8888/udp/225.1.2.14:5002 -- 0.07 MB/s
大港油田企业,http://117.10.124.154:8898/udp/225.1.2.14:5002 -- 0.21 MB/s
大港油田企业,http://117.8.140.26:8834/udp/225.1.2.14:5002 -- 0.25 MB/s
大港油田企业,http://117.8.143.73:8834/udp/225.1.2.14:5002 -- 0.18 MB/s
大港油田企业,http://60.26.60.70:8000/udp/225.1.2.14:5002 -- 0.00 MB/s
大港油田企业,http://60.27.20.133:5555/udp/225.1.2.14:5002 -- 0.33 MB/s
大湾区卫视高清,http://119.131.24.220:9003/udp/239.77.0.215:5146 -- 0.16 MB/s
大湾区卫视高清,http://120.238.99.51:8888/udp/239.77.0.215:5146 -- 0.14 MB/s
大湾区卫视高清,http://14.121.146.64:554/udp/239.77.0.215:5146 -- 0.40 MB/s
大湾区卫视高清,http://183.0.201.132:8188/udp/239.77.0.215:5146 -- 0.24 MB/s
大湾区卫视高清,http://183.45.17.208:60022/udp/239.77.0.215:5146 -- 0.42 MB/s
大湾区卫视高清,http://183.51.190.223:6633/udp/239.77.0.215:5146 -- 0.00 MB/s
大湾区卫视高清,http://59.35.185.47:8188/udp/239.77.0.215:5146 -- 0.40 MB/s
大爱四川高清,http://118.116.38.54:27777/udp/239.93.1.110:5140 -- 0.36 MB/s
大爱四川高清,http://171.212.255.133:18889/udp/239.93.1.110:5140 -- 0.25 MB/s
大爱四川高清,http://171.213.136.144:8886/udp/239.93.1.110:5140 -- 0.37 MB/s
大爱四川高清,http://171.213.206.16:8888/udp/239.93.1.110:5140 -- 0.37 MB/s
大爱四川高清,http://171.213.207.208:8888/udp/239.93.1.110:5140 -- 0.13 MB/s
大爱四川高清,http://183.222.206.14:8096/udp/239.93.1.110:5140 -- 0.07 MB/s
大爱四川高清,http://222.212.14.162:1111/udp/239.93.1.110:5140 -- 0.28 MB/s
大爱四川高清,http://222.212.84.190:54123/udp/239.93.1.110:5140 -- 0.24 MB/s
大爱旅游高清,http://118.116.38.54:27777/udp/239.93.42.70:5140 -- 0.36 MB/s
大爱旅游高清,http://171.212.255.133:18889/udp/239.93.42.70:5140 -- 0.39 MB/s
大爱旅游高清,http://171.213.136.144:8886/udp/239.93.42.70:5140 -- 0.37 MB/s
大爱旅游高清,http://171.213.206.16:8888/udp/239.93.42.70:5140 -- 0.22 MB/s
大爱旅游高清,http://171.213.207.208:8888/udp/239.93.42.70:5140 -- 0.20 MB/s
大爱旅游高清,http://183.222.206.14:8096/udp/239.93.42.70:5140 -- 0.32 MB/s
大爱旅游高清,http://222.212.14.162:1111/udp/239.93.42.70:5140 -- 0.28 MB/s
大爱旅游高清,http://222.212.84.190:54123/udp/239.93.42.70:5140 -- 0.39 MB/s
大爱时尚高清,http://118.116.38.54:27777/udp/239.93.42.72:5140 -- 0.35 MB/s
大爱时尚高清,http://171.212.255.133:18889/udp/239.93.42.72:5140 -- 0.38 MB/s
大爱时尚高清,http://171.213.136.144:8886/udp/239.93.42.72:5140 -- 0.38 MB/s
大爱时尚高清,http://171.213.206.16:8888/udp/239.93.42.72:5140 -- 0.20 MB/s
大爱时尚高清,http://171.213.207.208:8888/udp/239.93.42.72:5140 -- 0.05 MB/s
大爱时尚高清,http://183.222.206.14:8096/udp/239.93.42.72:5140 -- 0.23 MB/s
大爱时尚高清,http://218.88.105.161:24022/udp/239.93.42.72:5140 -- 0.39 MB/s
大爱时尚高清,http://222.212.14.162:1111/udp/239.93.42.72:5140 -- 0.40 MB/s
大爱生活高清,http://171.212.255.133:18889/udp/239.93.42.71:5140 -- 0.35 MB/s
大爱生活高清,http://171.213.136.144:8886/udp/239.93.42.71:5140 -- 0.39 MB/s
大爱生活高清,http://171.213.207.208:8888/udp/239.93.42.71:5140 -- 0.10 MB/s
大爱生活高清,http://183.222.206.14:8096/udp/239.93.42.71:5140 -- 0.17 MB/s
大爱生活高清,http://222.212.14.162:1111/udp/239.93.42.71:5140 -- 0.40 MB/s
大爱生活高清,http://222.212.84.190:54123/udp/239.93.42.71:5140 -- 0.40 MB/s
天元围棋,http://118.116.38.54:27777/udp/239.93.42.55:5140 -- 0.28 MB/s
天元围棋,http://171.212.255.133:18889/udp/239.93.42.55:5140 -- 0.39 MB/s
天元围棋,http://171.213.136.144:8886/udp/239.93.42.55:5140 -- 0.37 MB/s
天元围棋,http://171.213.207.208:8888/udp/239.93.42.55:5140 -- 0.16 MB/s
天元围棋,http://183.222.206.14:8096/udp/239.93.42.55:5140 -- 0.22 MB/s
天元围棋,http://222.212.14.162:1111/udp/239.93.42.55:5140 -- 0.40 MB/s
天元围棋,http://222.212.84.190:54123/udp/239.93.42.55:5140 -- 0.40 MB/s
天津IPTV,http://111.167.227.238:8888/udp/225.1.2.123:5002 -- 0.39 MB/s
天津IPTV,http://117.10.124.154:8898/udp/225.1.2.123:5002 -- 0.21 MB/s
天津IPTV,http://117.8.140.26:8834/udp/225.1.2.123:5002 -- 0.42 MB/s
天津IPTV,http://117.8.143.73:8834/udp/225.1.2.123:5002 -- 0.43 MB/s
天津IPTV,http://60.26.60.70:8000/udp/225.1.2.123:5002 -- 0.26 MB/s
天津IPTV,http://60.27.20.133:5555/udp/225.1.2.123:5002 -- 0.22 MB/s
天津体育,http://111.167.227.238:8888/udp/225.1.1.122:5002 -- 0.00 MB/s
天津体育,http://117.10.124.154:8898/udp/225.1.1.122:5002 -- 0.43 MB/s
天津体育,http://117.8.140.26:8834/udp/225.1.1.122:5002 -- 0.43 MB/s
天津体育,http://117.8.143.73:8834/udp/225.1.1.122:5002 -- 0.43 MB/s
天津体育,http://60.26.60.70:8000/udp/225.1.1.122:5002 -- 0.11 MB/s
天津体育,http://60.27.20.133:5555/udp/225.1.1.122:5002 -- 0.24 MB/s
天津卫视,http://111.167.227.238:8888/udp/225.1.1.111:5002 -- 0.14 MB/s
天津卫视,http://117.10.124.154:8898/udp/225.1.1.111:5002 -- 0.23 MB/s
天津卫视,http://117.8.140.26:8834/udp/225.1.1.111:5002 -- 0.23 MB/s
天津卫视,http://117.8.143.73:8834/udp/225.1.1.111:5002 -- 0.22 MB/s
天津卫视,http://60.26.60.70:8000/udp/225.1.1.111:5002 -- 0.37 MB/s
天津卫视,http://60.27.20.133:5555/udp/225.1.1.111:5002 -- 0.23 MB/s
天津卫视高清,http://113.93.28.246:8088/udp/239.77.0.97:5146 -- 0.44 MB/s
天津卫视高清,http://119.131.24.220:9003/udp/239.77.0.97:5146 -- 0.16 MB/s
天津卫视高清,http://120.238.99.51:8888/udp/239.77.0.97:5146 -- 0.19 MB/s
天津卫视高清,http://125.89.163.44:8888/udp/239.77.0.97:5146 -- 0.24 MB/s
天津卫视高清,http://14.121.146.64:554/udp/239.77.0.97:5146 -- 0.41 MB/s
天津卫视高清,http://183.45.17.208:60022/udp/239.77.0.97:5146 -- 0.44 MB/s
天津卫视高清,http://183.51.190.237:6633/udp/239.77.0.97:5146 -- 0.25 MB/s
天津卫视高清,http://59.35.185.47:8188/udp/239.77.0.97:5146 -- 0.28 MB/s
天津影视,http://111.167.227.238:8888/udp/225.1.1.149:5002 -- 0.25 MB/s
天津影视,http://117.10.124.154:8898/udp/225.1.1.149:5002 -- 0.25 MB/s
天津影视,http://117.8.140.26:8834/udp/225.1.1.149:5002 -- 0.42 MB/s
天津影视,http://117.8.143.73:8834/udp/225.1.1.149:5002 -- 0.41 MB/s
天津影视,http://60.26.60.70:8000/udp/225.1.1.149:5002 -- 0.23 MB/s
天津影视,http://60.27.20.133:5555/udp/225.1.1.149:5002 -- 0.39 MB/s
天津文艺,http://111.167.227.238:8888/udp/225.1.1.131:5002 -- 0.40 MB/s
天津文艺,http://117.10.124.154:8898/udp/225.1.1.131:5002 -- 0.25 MB/s
天津文艺,http://117.8.140.26:8834/udp/225.1.1.131:5002 -- 0.43 MB/s
天津文艺,http://117.8.143.73:8834/udp/225.1.1.131:5002 -- 0.14 MB/s
天津文艺,http://60.26.60.70:8000/udp/225.1.1.131:5002 -- 0.43 MB/s
天津文艺,http://60.27.20.133:5555/udp/225.1.1.131:5002 -- 0.14 MB/s
天津新闻,http://111.167.227.238:8888/udp/225.1.1.130:5002 -- 0.11 MB/s
天津新闻,http://117.10.124.154:8898/udp/225.1.1.130:5002 -- 0.24 MB/s
天津新闻,http://117.8.140.26:8834/udp/225.1.1.130:5002 -- 0.21 MB/s
天津新闻,http://117.8.143.73:8834/udp/225.1.1.130:5002 -- 0.25 MB/s
天津新闻,http://60.26.60.70:8000/udp/225.1.1.130:5002 -- 0.02 MB/s
天津新闻,http://60.27.20.133:5555/udp/225.1.1.130:5002 -- 0.23 MB/s
天津科教,http://111.167.227.238:8888/udp/225.1.1.129:5002 -- 0.08 MB/s
天津科教,http://117.10.124.154:8898/udp/225.1.1.129:5002 -- 0.36 MB/s
天津科教,http://117.8.140.26:8834/udp/225.1.1.129:5002 -- 0.25 MB/s
天津科教,http://117.8.143.73:8834/udp/225.1.1.129:5002 -- 0.10 MB/s
天津科教,http://60.26.60.70:8000/udp/225.1.1.129:5002 -- 0.12 MB/s
天津科教,http://60.27.20.133:5555/udp/225.1.1.129:5002 -- 0.23 MB/s
天津购物,http://111.167.227.238:8888/udp/225.1.1.151:5002 -- 0.22 MB/s
天津购物,http://117.10.124.154:8898/udp/225.1.1.151:5002 -- 0.41 MB/s
天津购物,http://117.8.140.26:8834/udp/225.1.1.151:5002 -- 0.06 MB/s
天津购物,http://117.8.143.73:8834/udp/225.1.1.151:5002 -- 0.14 MB/s
天津购物,http://60.26.60.70:8000/udp/225.1.1.151:5002 -- 0.22 MB/s
天津购物,http://60.27.20.133:5555/udp/225.1.1.151:5002 -- 0.23 MB/s
天津都市,http://111.167.227.238:8888/udp/225.1.1.128:5002 -- 0.25 MB/s
天津都市,http://117.10.124.154:8898/udp/225.1.1.128:5002 -- 0.24 MB/s
天津都市,http://117.8.140.26:8834/udp/225.1.1.128:5002 -- 0.24 MB/s
天津都市,http://117.8.143.73:8834/udp/225.1.1.128:5002 -- 0.40 MB/s
天津都市,http://60.26.60.70:8000/udp/225.1.1.128:5002 -- 0.25 MB/s
天津都市,http://60.27.20.133:5555/udp/225.1.1.128:5002 -- 0.16 MB/s
太仆寺旗电视,http://1.183.176.193:8282/udp/239.29.0.154:5000 -- 0.21 MB/s
太仆寺旗电视,http://106.125.156.6:4000/udp/239.29.0.154:5000 -- 0.09 MB/s
太仆寺旗电视,http://106.35.124.72:54022/udp/239.29.0.154:5000 -- 0.29 MB/s
太原1,http://116.179.130.2:6001/rtp/226.0.2.201:9520 -- 0.22 MB/s
太原1,http://118.79.113.116:6000/rtp/226.0.2.201:9520 -- 0.17 MB/s
太原1,http://118.79.113.116:6001/rtp/226.0.2.201:9520 -- 0.29 MB/s
太原1,http://171.119.205.146:6000/rtp/226.0.2.201:9520 -- 0.30 MB/s
太原1,http://171.119.205.146:6001/rtp/226.0.2.201:9520 -- 0.00 MB/s
太原1,http://171.120.201.221:8082/rtp/226.0.2.201:9520 -- 0.08 MB/s
太原1,http://171.120.201.221:8083/rtp/226.0.2.201:9520 -- 0.30 MB/s
太原1,http://171.120.201.221:8084/rtp/226.0.2.201:9520 -- 0.30 MB/s
太原1,http://171.120.201.221:8085/rtp/226.0.2.201:9520 -- 0.07 MB/s
太原1,http://171.120.202.40:8085/rtp/226.0.2.201:9520 -- 0.28 MB/s
太原1,http://171.122.20.33:8085/rtp/226.0.2.201:9520 -- 0.28 MB/s
太原1,http://171.126.104.62:8888/rtp/226.0.2.201:9520 -- 0.30 MB/s
太原1,http://183.184.207.123:8085/rtp/226.0.2.201:9520 -- 0.10 MB/s
太原1,http://183.186.251.174:8085/rtp/226.0.2.201:9520 -- 0.05 MB/s
太原1,http://183.189.222.43:8888/rtp/226.0.2.201:9520 -- 0.26 MB/s
太原1,http://211.90.151.29:8085/rtp/226.0.2.201:9520 -- 0.29 MB/s
太原1,http://61.134.206.165:8085/rtp/226.0.2.201:9520 -- 0.30 MB/s
太原2,http://116.179.130.2:6001/rtp/226.0.2.202:9528 -- 0.29 MB/s
太原2,http://118.79.113.116:6000/rtp/226.0.2.202:9528 -- 0.08 MB/s
太原2,http://118.79.113.116:6001/rtp/226.0.2.202:9528 -- 0.29 MB/s
太原2,http://171.117.140.167:8085/rtp/226.0.2.202:9528 -- 0.24 MB/s
太原2,http://171.119.205.146:6000/rtp/226.0.2.202:9528 -- 0.27 MB/s
太原2,http://171.119.205.146:6001/rtp/226.0.2.202:9528 -- 0.08 MB/s
太原2,http://171.120.201.221:8082/rtp/226.0.2.202:9528 -- 0.27 MB/s
太原2,http://171.120.201.221:8083/rtp/226.0.2.202:9528 -- 0.30 MB/s
太原2,http://171.120.201.221:8084/rtp/226.0.2.202:9528 -- 0.30 MB/s
太原2,http://171.120.201.221:8085/rtp/226.0.2.202:9528 -- 0.29 MB/s
太原2,http://171.120.202.40:8085/rtp/226.0.2.202:9528 -- 0.29 MB/s
太原2,http://171.122.20.33:8085/rtp/226.0.2.202:9528 -- 0.28 MB/s
太原2,http://171.126.104.62:8888/rtp/226.0.2.202:9528 -- 0.30 MB/s
太原2,http://183.184.207.123:8085/rtp/226.0.2.202:9528 -- 0.22 MB/s
太原2,http://183.186.251.174:8085/rtp/226.0.2.202:9528 -- 0.26 MB/s
太原2,http://183.189.222.43:8888/rtp/226.0.2.202:9528 -- 0.22 MB/s
太原2,http://211.90.151.29:8085/rtp/226.0.2.202:9528 -- 0.30 MB/s
太原2,http://61.134.206.165:8085/rtp/226.0.2.202:9528 -- 0.27 MB/s
太原3,http://116.179.130.2:6000/rtp/226.0.2.203:9536 -- 0.03 MB/s
太原3,http://116.179.130.2:6001/rtp/226.0.2.203:9536 -- 0.23 MB/s
太原3,http://118.79.113.116:6000/rtp/226.0.2.203:9536 -- 0.10 MB/s
太原3,http://118.79.113.116:6001/rtp/226.0.2.203:9536 -- 0.28 MB/s
太原3,http://171.117.140.167:8085/rtp/226.0.2.203:9536 -- 0.29 MB/s
太原3,http://171.119.205.146:6000/rtp/226.0.2.203:9536 -- 0.05 MB/s
太原3,http://171.119.205.146:6001/rtp/226.0.2.203:9536 -- 0.26 MB/s
太原3,http://171.120.201.221:8082/rtp/226.0.2.203:9536 -- 0.23 MB/s
太原3,http://171.120.201.221:8083/rtp/226.0.2.203:9536 -- 0.30 MB/s
太原3,http://171.120.201.221:8084/rtp/226.0.2.203:9536 -- 0.30 MB/s
太原3,http://171.120.201.221:8085/rtp/226.0.2.203:9536 -- 0.16 MB/s
太原3,http://171.120.202.40:8085/rtp/226.0.2.203:9536 -- 0.04 MB/s
太原3,http://171.122.20.33:8085/rtp/226.0.2.203:9536 -- 0.29 MB/s
太原3,http://171.126.104.62:8888/rtp/226.0.2.203:9536 -- 0.29 MB/s
太原3,http://183.184.207.123:8085/rtp/226.0.2.203:9536 -- 0.24 MB/s
太原3,http://183.186.251.174:8085/rtp/226.0.2.203:9536 -- 0.10 MB/s
太原3,http://183.189.222.43:8888/rtp/226.0.2.203:9536 -- 0.26 MB/s
太原3,http://61.134.206.165:8085/rtp/226.0.2.203:9536 -- 0.07 MB/s
太原4,http://116.179.130.2:6000/rtp/226.0.2.204:9544 -- 0.18 MB/s
太原4,http://116.179.130.2:6001/rtp/226.0.2.204:9544 -- 0.20 MB/s
太原4,http://118.79.113.116:6000/rtp/226.0.2.204:9544 -- 0.22 MB/s
太原4,http://118.79.113.116:6001/rtp/226.0.2.204:9544 -- 0.04 MB/s
太原4,http://171.117.140.167:8085/rtp/226.0.2.204:9544 -- 0.13 MB/s
太原4,http://171.119.205.146:6000/rtp/226.0.2.204:9544 -- 0.15 MB/s
太原4,http://171.119.205.146:6001/rtp/226.0.2.204:9544 -- 0.13 MB/s
太原4,http://171.120.201.221:8082/rtp/226.0.2.204:9544 -- 0.08 MB/s
太原4,http://171.120.201.221:8083/rtp/226.0.2.204:9544 -- 0.19 MB/s
太原4,http://171.120.201.221:8084/rtp/226.0.2.204:9544 -- 0.30 MB/s
太原4,http://171.120.201.221:8085/rtp/226.0.2.204:9544 -- 0.29 MB/s
太原4,http://171.120.202.40:8085/rtp/226.0.2.204:9544 -- 0.08 MB/s
太原4,http://171.122.20.33:8085/rtp/226.0.2.204:9544 -- 0.29 MB/s
太原4,http://171.126.104.62:8888/rtp/226.0.2.204:9544 -- 0.30 MB/s
太原4,http://183.184.207.123:8085/rtp/226.0.2.204:9544 -- 0.23 MB/s
太原4,http://183.186.251.174:8085/rtp/226.0.2.204:9544 -- 0.12 MB/s
太原4,http://183.189.222.43:8888/rtp/226.0.2.204:9544 -- 0.24 MB/s
太原4,http://61.134.206.165:8085/rtp/226.0.2.204:9544 -- 0.20 MB/s
太原5,http://116.179.130.2:6000/rtp/226.0.2.205:9552 -- 0.28 MB/s
太原5,http://116.179.130.2:6001/rtp/226.0.2.205:9552 -- 0.17 MB/s
太原5,http://118.79.113.116:6000/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原5,http://118.79.113.116:6001/rtp/226.0.2.205:9552 -- 0.12 MB/s
太原5,http://171.117.140.167:8085/rtp/226.0.2.205:9552 -- 0.00 MB/s
太原5,http://171.119.205.146:6000/rtp/226.0.2.205:9552 -- 0.25 MB/s
太原5,http://171.119.205.146:6001/rtp/226.0.2.205:9552 -- 0.29 MB/s
太原5,http://171.120.201.221:8082/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原5,http://171.120.201.221:8083/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原5,http://171.120.201.221:8084/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原5,http://171.120.201.221:8085/rtp/226.0.2.205:9552 -- 0.29 MB/s
太原5,http://171.120.202.40:8085/rtp/226.0.2.205:9552 -- 0.28 MB/s
太原5,http://171.122.20.33:8085/rtp/226.0.2.205:9552 -- 0.29 MB/s
太原5,http://171.126.104.62:8888/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原5,http://183.184.207.123:8085/rtp/226.0.2.205:9552 -- 0.14 MB/s
太原5,http://183.186.251.174:8085/rtp/226.0.2.205:9552 -- 0.19 MB/s
太原5,http://183.189.222.43:8888/rtp/226.0.2.205:9552 -- 0.27 MB/s
太原5,http://211.90.151.29:8085/rtp/226.0.2.205:9552 -- 0.15 MB/s
太原5,http://61.134.206.165:8085/rtp/226.0.2.205:9552 -- 0.30 MB/s
太原教育,http://116.179.130.2:6000/rtp/226.0.2.206:9560 -- 0.30 MB/s
太原教育,http://116.179.130.2:6001/rtp/226.0.2.206:9560 -- 0.20 MB/s
太原教育,http://118.79.113.116:6000/rtp/226.0.2.206:9560 -- 0.30 MB/s
太原教育,http://118.79.113.116:6001/rtp/226.0.2.206:9560 -- 0.16 MB/s
太原教育,http://171.117.140.167:8085/rtp/226.0.2.206:9560 -- 0.25 MB/s
太原教育,http://171.119.205.146:6000/rtp/226.0.2.206:9560 -- 0.28 MB/s
太原教育,http://171.119.205.146:6001/rtp/226.0.2.206:9560 -- 0.28 MB/s
太原教育,http://171.120.201.221:8082/rtp/226.0.2.206:9560 -- 0.26 MB/s
太原教育,http://171.120.201.221:8083/rtp/226.0.2.206:9560 -- 0.30 MB/s
太原教育,http://171.120.201.221:8084/rtp/226.0.2.206:9560 -- 0.30 MB/s
太原教育,http://171.120.201.221:8085/rtp/226.0.2.206:9560 -- 0.07 MB/s
太原教育,http://171.120.202.40:8085/rtp/226.0.2.206:9560 -- 0.27 MB/s
太原教育,http://171.122.20.33:8085/rtp/226.0.2.206:9560 -- 0.28 MB/s
太原教育,http://171.126.104.62:8888/rtp/226.0.2.206:9560 -- 0.30 MB/s
太原教育,http://183.184.207.123:8085/rtp/226.0.2.206:9560 -- 0.19 MB/s
太原教育,http://183.186.251.174:8085/rtp/226.0.2.206:9560 -- 0.06 MB/s
太原教育,http://183.189.222.43:8888/rtp/226.0.2.206:9560 -- 0.26 MB/s
太原教育,http://61.134.206.165:8085/rtp/226.0.2.206:9560 -- 0.04 MB/s
太平电视台,http://183.166.57.104:6866/rtp/238.1.78.199:7464 -- 0.24 MB/s
太平电视台,http://223.240.164.149:8888/rtp/238.1.78.199:7464 -- 0.00 MB/s
太平电视台,http://60.168.226.114:2000/rtp/238.1.78.199:7464 -- 0.05 MB/s
太平电视台,http://60.168.226.44:2000/rtp/238.1.78.199:7464 -- 0.12 MB/s
太湖新闻综合,http://183.166.57.104:6866/rtp/238.1.79.12:4208 -- 0.18 MB/s
太湖新闻综合,http://60.168.226.105:2000/rtp/238.1.79.12:4208 -- 0.02 MB/s
太湖新闻综合,http://60.168.226.114:2000/rtp/238.1.79.12:4208 -- 0.00 MB/s
央视台球高清,http://113.93.28.246:8088/udp/239.253.43.11:5146 -- 0.23 MB/s
央视台球高清,http://119.131.24.220:9003/udp/239.253.43.11:5146 -- 0.20 MB/s
央视台球高清,http://120.238.99.51:8888/udp/239.253.43.11:5146 -- 0.24 MB/s
央视台球高清,http://125.89.163.44:8888/udp/239.253.43.11:5146 -- 0.14 MB/s
央视台球高清,http://14.112.85.22:40222/udp/239.253.43.11:5146 -- 0.43 MB/s
央视台球高清,http://14.121.146.64:554/udp/239.253.43.11:5146 -- 0.41 MB/s
央视台球高清,http://183.0.201.132:8188/udp/239.253.43.11:5146 -- 0.42 MB/s
央视台球高清,http://183.45.17.208:60022/udp/239.253.43.11:5146 -- 0.29 MB/s
央视台球高清,http://183.51.190.237:6633/udp/239.253.43.11:5146 -- 0.16 MB/s
央视文化精品高清,http://113.93.28.246:8088/udp/239.253.43.13:5146 -- 0.40 MB/s
央视文化精品高清,http://119.131.24.220:9003/udp/239.253.43.13:5146 -- 0.00 MB/s
央视文化精品高清,http://14.112.85.22:40222/udp/239.253.43.13:5146 -- 0.26 MB/s
央视文化精品高清,http://14.121.146.64:554/udp/239.253.43.13:5146 -- 0.42 MB/s
央视文化精品高清,http://183.45.17.208:60022/udp/239.253.43.13:5146 -- 0.42 MB/s
央视文化精品高清,http://183.51.190.223:6633/udp/239.253.43.13:5146 -- 0.16 MB/s
央视文化精品高清,http://183.51.190.237:6633/udp/239.253.43.13:5146 -- 0.00 MB/s
女性时尚高清,http://113.93.28.246:8088/udp/239.253.43.8:5146 -- 0.25 MB/s
女性时尚高清,http://119.131.24.220:9003/udp/239.253.43.8:5146 -- 0.26 MB/s
女性时尚高清,http://14.121.146.64:554/udp/239.253.43.8:5146 -- 0.41 MB/s
女性时尚高清,http://183.45.17.208:60022/udp/239.253.43.8:5146 -- 0.42 MB/s
女性时尚高清,http://183.51.190.223:6633/udp/239.253.43.8:5146 -- 0.26 MB/s
女性时尚高清,http://183.51.190.237:6633/udp/239.253.43.8:5146 -- 0.43 MB/s
好学生,http://111.193.225.151:8888/rtp/239.3.1.81:4120 -- 0.03 MB/s
好学生,http://111.194.150.28:8888/rtp/239.3.1.81:4120 -- 0.23 MB/s
好学生,http://111.196.130.76:8012/rtp/239.3.1.81:4120 -- 0.09 MB/s
好学生,http://111.196.189.12:5555/rtp/239.3.1.81:4120 -- 0.15 MB/s
好学生,http://111.199.232.176:8188/rtp/239.3.1.81:4120 -- 0.22 MB/s
好学生,http://111.199.237.67:8188/rtp/239.3.1.81:4120 -- 0.00 MB/s
好学生,http://114.243.106.86:8888/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://114.244.117.82:8888/rtp/239.3.1.81:4120 -- 0.23 MB/s
好学生,http://114.252.149.21:8890/rtp/239.3.1.81:4120 -- 0.18 MB/s
好学生,http://114.252.236.205:8000/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://114.252.238.87:8000/rtp/239.3.1.81:4120 -- 0.15 MB/s
好学生,http://114.253.247.226:4022/rtp/239.3.1.81:4120 -- 0.13 MB/s
好学生,http://114.253.76.165:58888/rtp/239.3.1.81:4120 -- 0.13 MB/s
好学生,http://114.254.20.116:18888/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://114.254.81.109:2222/rtp/239.3.1.81:4120 -- 0.08 MB/s
好学生,http://114.254.81.48:2222/rtp/239.3.1.81:4120 -- 0.04 MB/s
好学生,http://114.254.88.162:2222/rtp/239.3.1.81:4120 -- 0.00 MB/s
好学生,http://114.254.89.209:2222/rtp/239.3.1.81:4120 -- 0.21 MB/s
好学生,http://123.113.180.31:8000/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://123.113.251.39:8888/rtp/239.3.1.81:4120 -- 0.21 MB/s
好学生,http://123.114.17.98:4000/rtp/239.3.1.81:4120 -- 0.16 MB/s
好学生,http://125.34.48.61:8890/rtp/239.3.1.81:4120 -- 0.23 MB/s
好学生,http://221.219.67.213:5957/rtp/239.3.1.81:4120 -- 0.12 MB/s
好学生,http://221.221.219.139:31415/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://221.223.17.137:8888/rtp/239.3.1.81:4120 -- 0.00 MB/s
好学生,http://221.223.17.24:58888/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://221.223.19.203:58888/rtp/239.3.1.81:4120 -- 0.21 MB/s
好学生,http://221.223.20.56:8888/rtp/239.3.1.81:4120 -- 0.05 MB/s
好学生,http://221.223.42.10:31027/rtp/239.3.1.81:4120 -- 0.04 MB/s
好学生,http://221.223.43.25:31027/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://222.128.169.213:8888/rtp/239.3.1.81:4120 -- 0.08 MB/s
好学生,http://222.129.137.223:8888/rtp/239.3.1.81:4120 -- 0.14 MB/s
好学生,http://222.129.141.10:8888/rtp/239.3.1.81:4120 -- 0.25 MB/s
好学生,http://223.72.25.197:31027/rtp/239.3.1.81:4120 -- 0.25 MB/s
娄底公共,http://113.219.24.235:52888/udp/239.76.248.19:1234 -- 0.38 MB/s
娄底公共,http://220.169.109.72:802/udp/239.76.248.19:1234 -- 0.04 MB/s
娄底公共,http://223.145.224.118:8000/udp/239.76.248.19:1234 -- 0.24 MB/s
娄底综合,http://113.219.24.235:52888/udp/239.76.248.18:1234 -- 0.11 MB/s
娄底综合,http://220.169.109.72:802/udp/239.76.248.18:1234 -- 0.22 MB/s
娄底综合,http://223.145.224.118:8000/udp/239.76.248.18:1234 -- 0.07 MB/s
孝义电视台,http://116.179.130.2:6001/rtp/226.0.2.189:9424 -- 0.11 MB/s
孝义电视台,http://118.79.113.116:6000/rtp/226.0.2.189:9424 -- 0.29 MB/s
孝义电视台,http://118.79.113.116:6001/rtp/226.0.2.189:9424 -- 0.06 MB/s
孝义电视台,http://171.119.205.146:6000/rtp/226.0.2.189:9424 -- 0.30 MB/s
孝义电视台,http://171.119.205.146:6001/rtp/226.0.2.189:9424 -- 0.14 MB/s
孝义电视台,http://171.120.201.221:8082/rtp/226.0.2.189:9424 -- 0.23 MB/s
孝义电视台,http://171.120.201.221:8083/rtp/226.0.2.189:9424 -- 0.30 MB/s
