
#天津,#genre#
山西黄河,http://60.220.167.83:8084/rtp/226.0.2.12:8008 -- 0.29 MB/s
山西黄河,http://171.120.195.48:8082/rtp/226.0.2.12:8008 -- 0.30 MB/s
山西黄河,http://211.90.95.177:8083/rtp/226.0.2.12:8008 -- 0.30 MB/s
山西黄河,http://171.120.56.175:8084/rtp/226.0.2.12:8008 -- 0.25 MB/s
山西黄河,http://118.81.199.231:8084/rtp/226.0.2.12:8008 -- 0.38 MB/s
山西黄河,http://183.191.209.53:8084/rtp/226.0.2.12:8008 -- 0.30 MB/s
山西黄河,http://60.220.167.138:8083/rtp/226.0.2.12:8008 -- 0.05 MB/s
山西黄河,http://171.124.108.149:8083/rtp/226.0.2.12:8008 -- 0.28 MB/s
山西黄河,http://171.117.247.141:8083/rtp/226.0.2.12:8008 -- 0.29 MB/s
山西黄河HD,http://60.220.167.83:8083/rtp/226.0.2.235:9792 -- 0.13 MB/s
山西黄河HD,http://171.117.75.115:8083/rtp/226.0.2.235:9792 -- 0.29 MB/s
山西黄河HD,http://183.185.64.161:8082/rtp/226.0.2.235:9792 -- 0.32 MB/s
山西黄河HD,http://171.117.75.115:8084/rtp/226.0.2.235:9792 -- 0.24 MB/s
山西黄河HD,http://171.124.108.149:8084/rtp/226.0.2.235:9792 -- 0.38 MB/s
山西黄河HD,http://171.118.210.23:8083/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://171.120.56.175:8083/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://183.185.175.237:8084/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://171.118.210.23:8082/rtp/226.0.2.235:9792 -- 0.22 MB/s
山西黄河HD,http://183.184.60.177:8084/rtp/226.0.2.235:9792 -- 0.38 MB/s
山西黄河HD,http://211.90.95.177:8082/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://60.220.167.83:8084/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://61.134.214.115:8082/rtp/226.0.2.235:9792 -- 0.13 MB/s
山西黄河HD,http://61.134.214.115:8084/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://171.117.247.141:8083/rtp/226.0.2.235:9792 -- 0.41 MB/s
山西黄河HD,http://171.117.74.234:8083/rtp/226.0.2.235:9792 -- 0.31 MB/s
山西黄河HD,http://171.117.143.232:8083/rtp/226.0.2.235:9792 -- 0.12 MB/s
山西黄河HD,http://171.120.56.175:8082/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://60.220.167.247:8084/rtp/226.0.2.235:9792 -- 0.23 MB/s
山西黄河HD,http://183.185.66.46:8083/rtp/226.0.2.235:9792 -- 0.09 MB/s
山西黄河HD,http://171.120.195.48:8084/rtp/226.0.2.235:9792 -- 0.20 MB/s
山西黄河HD,http://183.191.209.53:8084/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://221.205.18.162:8084/rtp/226.0.2.235:9792 -- 0.39 MB/s
山西黄河HD,http://211.90.95.177:8084/rtp/226.0.2.235:9792 -- 0.38 MB/s
山西黄河HD,http://61.134.214.115:8083/rtp/226.0.2.235:9792 -- 0.26 MB/s
山西黄河HD,http://183.191.227.128:8083/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://171.118.210.23:8084/rtp/226.0.2.235:9792 -- 0.29 MB/s
山西黄河HD,http://171.120.195.48:8083/rtp/226.0.2.235:9792 -- 0.25 MB/s
山西黄河HD,http://60.220.167.138:8084/rtp/226.0.2.235:9792 -- 0.44 MB/s
山西黄河HD,http://60.220.167.33:8083/rtp/226.0.2.235:9792 -- 0.21 MB/s
山西黄河HD,http://60.220.167.33:8084/rtp/226.0.2.235:9792 -- 0.41 MB/s
山西黄河HD,http://60.220.167.247:8083/rtp/226.0.2.235:9792 -- 0.34 MB/s
山西黄河HD,http://60.220.167.138:8083/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://118.81.49.137:8083/rtp/226.0.2.235:9792 -- 0.44 MB/s
山西黄河HD,http://183.191.209.53:8083/rtp/226.0.2.235:9792 -- 0.40 MB/s
山西黄河HD,http://171.117.74.234:8084/rtp/226.0.2.235:9792 -- 0.25 MB/s
山西黄河HD,http://171.124.108.149:8083/rtp/226.0.2.235:9792 -- 0.38 MB/s
山西黄河HD,http://171.117.143.232:8084/rtp/226.0.2.235:9792 -- 0.41 MB/s
山西黄河HD,http://171.117.247.141:8084/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://211.90.95.177:8083/rtp/226.0.2.235:9792 -- 0.43 MB/s
山西黄河HD,http://118.81.49.137:8084/rtp/226.0.2.235:9792 -- 0.28 MB/s
山西黄河HD,http://118.81.199.231:8084/rtp/226.0.2.235:9792 -- 0.42 MB/s
山西黄河HD,http://171.120.56.175:8084/rtp/226.0.2.235:9792 -- 0.34 MB/s
山西黄河HD,http://171.120.195.48:8082/rtp/226.0.2.235:9792 -- 0.25 MB/s
朔州-1,http://171.120.56.175:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://211.90.95.177:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.118.210.23:8084/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://211.90.95.177:8082/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://60.220.167.83:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://60.220.167.33:8084/rtp/226.0.2.185:9392 -- 0.42 MB/s
朔州-1,http://60.220.167.33:8083/rtp/226.0.2.185:9392 -- 0.31 MB/s
朔州-1,http://60.220.167.247:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://118.81.49.137:8084/rtp/226.0.2.185:9392 -- 0.08 MB/s
朔州-1,http://171.120.56.175:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://61.134.214.115:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.117.75.115:8084/rtp/226.0.2.185:9392 -- 0.07 MB/s
朔州-1,http://60.220.167.138:8084/rtp/226.0.2.185:9392 -- 0.04 MB/s
朔州-1,http://183.185.66.46:8083/rtp/226.0.2.185:9392 -- 0.24 MB/s
朔州-1,http://211.90.95.177:8083/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.117.143.232:8084/rtp/226.0.2.185:9392 -- 0.15 MB/s
朔州-1,http://171.124.108.149:8084/rtp/226.0.2.185:9392 -- 0.28 MB/s
朔州-1,http://183.185.64.161:8083/rtp/226.0.2.185:9392 -- 0.02 MB/s
朔州-1,http://221.205.18.162:8084/rtp/226.0.2.185:9392 -- 0.04 MB/s
朔州-1,http://171.120.195.48:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.117.143.232:8083/rtp/226.0.2.185:9392 -- 0.26 MB/s
朔州-1,http://171.120.195.48:8083/rtp/226.0.2.185:9392 -- 0.17 MB/s
朔州-1,http://183.191.227.128:8084/rtp/226.0.2.185:9392 -- 0.05 MB/s
朔州-1,http://61.134.214.115:8083/rtp/226.0.2.185:9392 -- 0.25 MB/s
朔州-1,http://171.117.247.141:8084/rtp/226.0.2.185:9392 -- 0.24 MB/s
朔州-1,http://171.117.247.141:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://183.185.175.237:8084/rtp/226.0.2.185:9392 -- 0.26 MB/s
朔州-1,http://118.81.199.231:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://60.220.167.138:8083/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://118.81.49.137:8083/rtp/226.0.2.185:9392 -- 0.23 MB/s
朔州-1,http://118.81.199.231:8084/rtp/226.0.2.185:9392 -- 0.24 MB/s
朔州-1,http://183.191.209.53:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.117.75.115:8083/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://60.220.167.83:8084/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://183.191.209.53:8083/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://60.220.167.247:8083/rtp/226.0.2.185:9392 -- 0.02 MB/s
朔州-1,http://171.118.210.23:8083/rtp/226.0.2.185:9392 -- 0.23 MB/s
朔州-1,http://183.191.227.128:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://171.120.195.48:8082/rtp/226.0.2.185:9392 -- 0.30 MB/s
朔州-1,http://171.124.108.149:8083/rtp/226.0.2.185:9392 -- 0.29 MB/s
朔州-1,http://171.118.210.23:8082/rtp/226.0.2.185:9392 -- 0.28 MB/s
朔州-1,http://171.120.56.175:8082/rtp/226.0.2.185:9392 -- 0.21 MB/s
朔州-1,http://171.117.74.234:8083/rtp/226.0.2.185:9392 -- 0.19 MB/s
朔州-2,http://171.120.195.48:8082/rtp/226.0.2.186:9400 -- 0.27 MB/s
朔州-2,http://60.220.167.83:8083/rtp/226.0.2.186:9400 -- 0.02 MB/s
朔州-2,http://118.81.49.137:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.118.210.23:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://183.191.227.128:8082/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://211.90.95.177:8083/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://221.205.18.162:8083/rtp/226.0.2.186:9400 -- 0.02 MB/s
朔州-2,http://60.220.167.247:8083/rtp/226.0.2.186:9400 -- 0.27 MB/s
朔州-2,http://171.120.56.175:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.117.74.234:8083/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://60.220.167.33:8084/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://171.117.75.115:8083/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.117.247.141:8083/rtp/226.0.2.186:9400 -- 0.11 MB/s
朔州-2,http://61.134.214.115:8083/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://60.220.167.83:8084/rtp/226.0.2.186:9400 -- 0.13 MB/s
朔州-2,http://183.191.209.53:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://60.220.167.247:8084/rtp/226.0.2.186:9400 -- 0.05 MB/s
朔州-2,http://183.185.66.46:8083/rtp/226.0.2.186:9400 -- 0.03 MB/s
朔州-2,http://171.124.108.149:8083/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://183.191.227.128:8084/rtp/226.0.2.186:9400 -- 0.04 MB/s
朔州-2,http://171.120.56.175:8083/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://61.134.214.115:8082/rtp/226.0.2.186:9400 -- 0.28 MB/s
朔州-2,http://183.191.209.53:8083/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://118.81.49.137:8083/rtp/226.0.2.186:9400 -- 0.08 MB/s
朔州-2,http://60.220.167.33:8083/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://61.134.214.115:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.120.56.175:8082/rtp/226.0.2.186:9400 -- 0.15 MB/s
朔州-2,http://171.117.247.141:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.124.108.149:8084/rtp/226.0.2.186:9400 -- 0.29 MB/s
朔州-2,http://171.117.143.232:8083/rtp/226.0.2.186:9400 -- 0.27 MB/s
朔州-2,http://171.117.143.232:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.118.210.23:8082/rtp/226.0.2.186:9400 -- 0.00 MB/s
朔州-2,http://60.220.167.138:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://183.185.175.237:8084/rtp/226.0.2.186:9400 -- 0.08 MB/s
朔州-2,http://171.117.75.115:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://211.90.95.177:8082/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://171.120.195.48:8083/rtp/226.0.2.186:9400 -- 0.05 MB/s
朔州-2,http://171.120.195.48:8084/rtp/226.0.2.186:9400 -- 0.27 MB/s
朔州-2,http://211.90.95.177:8084/rtp/226.0.2.186:9400 -- 0.30 MB/s
朔州-2,http://118.81.199.231:8083/rtp/226.0.2.186:9400 -- 0.16 MB/s
朔州-2,http://60.220.167.138:8083/rtp/226.0.2.186:9400 -- 0.22 MB/s
朔州-2,http://171.118.210.23:8083/rtp/226.0.2.186:9400 -- 0.12 MB/s
清徐HD,http://171.117.75.115:8084/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://171.120.56.175:8083/rtp/226.0.2.191:9440 -- 0.38 MB/s
清徐HD,http://171.117.74.234:8083/rtp/226.0.2.191:9440 -- 0.31 MB/s
清徐HD,http://118.81.49.137:8084/rtp/226.0.2.191:9440 -- 0.07 MB/s
清徐HD,http://171.117.74.234:8084/rtp/226.0.2.191:9440 -- 0.38 MB/s
清徐HD,http://60.220.167.247:8083/rtp/226.0.2.191:9440 -- 0.17 MB/s
清徐HD,http://60.220.167.138:8083/rtp/226.0.2.191:9440 -- 0.21 MB/s
清徐HD,http://171.117.247.141:8083/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://183.185.64.161:8083/rtp/226.0.2.191:9440 -- 0.11 MB/s
清徐HD,http://183.185.175.237:8084/rtp/226.0.2.191:9440 -- 0.17 MB/s
清徐HD,http://171.117.75.115:8083/rtp/226.0.2.191:9440 -- 0.43 MB/s
清徐HD,http://171.124.108.149:8084/rtp/226.0.2.191:9440 -- 0.38 MB/s
清徐HD,http://183.191.209.53:8083/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://171.118.210.23:8082/rtp/226.0.2.191:9440 -- 0.04 MB/s
清徐HD,http://171.124.108.149:8083/rtp/226.0.2.191:9440 -- 0.37 MB/s
清徐HD,http://60.220.167.83:8083/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://171.117.143.232:8084/rtp/226.0.2.191:9440 -- 0.38 MB/s
清徐HD,http://171.120.195.48:8083/rtp/226.0.2.191:9440 -- 0.14 MB/s
清徐HD,http://211.90.95.177:8083/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://171.120.56.175:8082/rtp/226.0.2.191:9440 -- 0.08 MB/s
清徐HD,http://60.220.167.33:8083/rtp/226.0.2.191:9440 -- 0.41 MB/s
清徐HD,http://183.191.227.128:8082/rtp/226.0.2.191:9440 -- 0.19 MB/s
清徐HD,http://183.191.209.53:8084/rtp/226.0.2.191:9440 -- 0.40 MB/s
清徐HD,http://61.134.214.115:8082/rtp/226.0.2.191:9440 -- 0.20 MB/s
清徐HD,http://60.220.167.247:8084/rtp/226.0.2.191:9440 -- 0.23 MB/s
清徐HD,http://211.90.95.177:8082/rtp/226.0.2.191:9440 -- 0.40 MB/s
清徐HD,http://171.118.210.23:8083/rtp/226.0.2.191:9440 -- 0.38 MB/s
清徐HD,http://171.120.56.175:8084/rtp/226.0.2.191:9440 -- 0.43 MB/s
清徐HD,http://171.117.143.232:8083/rtp/226.0.2.191:9440 -- 0.18 MB/s
清徐HD,http://60.220.167.138:8084/rtp/226.0.2.191:9440 -- 0.24 MB/s
清徐HD,http://60.220.167.33:8084/rtp/226.0.2.191:9440 -- 0.41 MB/s
清徐HD,http://118.81.49.137:8083/rtp/226.0.2.191:9440 -- 0.44 MB/s
清徐HD,http://61.134.214.115:8084/rtp/226.0.2.191:9440 -- 0.33 MB/s
清徐HD,http://183.191.227.128:8084/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://171.117.247.141:8084/rtp/226.0.2.191:9440 -- 0.15 MB/s
清徐HD,http://183.185.66.46:8083/rtp/226.0.2.191:9440 -- 0.24 MB/s
清徐HD,http://60.220.167.83:8084/rtp/226.0.2.191:9440 -- 0.43 MB/s
清徐HD,http://171.118.210.23:8084/rtp/226.0.2.191:9440 -- 0.11 MB/s
清徐HD,http://118.81.199.231:8084/rtp/226.0.2.191:9440 -- 0.39 MB/s
清徐HD,http://211.90.95.177:8084/rtp/226.0.2.191:9440 -- 0.39 MB/s
阳曲,http://171.120.195.48:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.120.56.175:8082/rtp/226.0.2.196:9480 -- 0.26 MB/s
阳曲,http://211.90.95.177:8083/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://60.220.167.83:8084/rtp/226.0.2.196:9480 -- 0.01 MB/s
阳曲,http://61.134.214.115:8082/rtp/226.0.2.196:9480 -- 0.24 MB/s
阳曲,http://60.220.167.83:8083/rtp/226.0.2.196:9480 -- 0.26 MB/s
阳曲,http://183.184.60.177:8083/rtp/226.0.2.196:9480 -- 0.25 MB/s
阳曲,http://171.124.108.149:8083/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://183.185.66.46:8084/rtp/226.0.2.196:9480 -- 0.17 MB/s
阳曲,http://183.191.227.128:8082/rtp/226.0.2.196:9480 -- 0.02 MB/s
阳曲,http://221.205.18.162:8083/rtp/226.0.2.196:9480 -- 0.06 MB/s
阳曲,http://183.185.66.46:8083/rtp/226.0.2.196:9480 -- 0.07 MB/s
阳曲,http://171.124.108.149:8084/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://171.117.74.234:8083/rtp/226.0.2.196:9480 -- 0.23 MB/s
阳曲,http://183.191.209.53:8084/rtp/226.0.2.196:9480 -- 0.29 MB/s
阳曲,http://118.81.199.231:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://60.220.167.247:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.120.195.48:8083/rtp/226.0.2.196:9480 -- 0.21 MB/s
阳曲,http://171.118.210.23:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://61.134.214.115:8083/rtp/226.0.2.196:9480 -- 0.26 MB/s
阳曲,http://60.220.167.33:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.117.75.115:8084/rtp/226.0.2.196:9480 -- 0.22 MB/s
阳曲,http://211.90.95.177:8082/rtp/226.0.2.196:9480 -- 0.29 MB/s
阳曲,http://171.117.143.232:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.120.56.175:8084/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://171.117.75.115:8083/rtp/226.0.2.196:9480 -- 0.14 MB/s
阳曲,http://60.220.167.33:8084/rtp/226.0.2.196:9480 -- 0.03 MB/s
阳曲,http://118.81.49.137:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.117.143.232:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.117.247.141:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://171.118.210.23:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://118.81.199.231:8083/rtp/226.0.2.196:9480 -- 0.29 MB/s
阳曲,http://171.118.210.23:8082/rtp/226.0.2.196:9480 -- 0.10 MB/s
阳曲,http://60.220.167.247:8084/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://211.90.95.177:8084/rtp/226.0.2.196:9480 -- 0.29 MB/s
阳曲,http://183.191.209.53:8083/rtp/226.0.2.196:9480 -- 0.27 MB/s
阳曲,http://118.81.49.137:8083/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://60.220.167.138:8084/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://171.120.195.48:8082/rtp/226.0.2.196:9480 -- 0.21 MB/s
阳曲,http://171.117.247.141:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳曲,http://183.185.64.161:8083/rtp/226.0.2.196:9480 -- 0.03 MB/s
阳曲,http://60.220.167.138:8083/rtp/226.0.2.196:9480 -- 0.01 MB/s
阳曲,http://171.120.56.175:8083/rtp/226.0.2.196:9480 -- 0.28 MB/s
阳曲,http://61.134.214.115:8084/rtp/226.0.2.196:9480 -- 0.30 MB/s
阳泉-1新闻综合,http://171.120.195.48:8083/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://60.220.167.83:8083/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://171.120.195.48:8082/rtp/226.0.2.233:9776 -- 0.07 MB/s
阳泉-1新闻综合,http://171.117.74.234:8083/rtp/226.0.2.233:9776 -- 0.23 MB/s
阳泉-1新闻综合,http://171.120.195.48:8084/rtp/226.0.2.233:9776 -- 0.05 MB/s
阳泉-1新闻综合,http://171.117.75.115:8084/rtp/226.0.2.233:9776 -- 0.17 MB/s
阳泉-1新闻综合,http://61.134.214.115:8084/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://60.220.167.247:8084/rtp/226.0.2.233:9776 -- 0.08 MB/s
阳泉-1新闻综合,http://171.117.74.234:8084/rtp/226.0.2.233:9776 -- 0.00 MB/s
阳泉-1新闻综合,http://171.117.75.115:8083/rtp/226.0.2.233:9776 -- 0.28 MB/s
阳泉-1新闻综合,http://171.120.56.175:8083/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://183.185.175.237:8084/rtp/226.0.2.233:9776 -- 0.17 MB/s
阳泉-1新闻综合,http://183.185.64.161:8082/rtp/226.0.2.233:9776 -- 0.04 MB/s
阳泉-1新闻综合,http://118.81.49.137:8083/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://60.220.167.33:8084/rtp/226.0.2.233:9776 -- 0.02 MB/s
阳泉-1新闻综合,http://60.220.167.83:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.117.247.141:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.124.108.149:8083/rtp/226.0.2.233:9776 -- 0.28 MB/s
阳泉-1新闻综合,http://60.220.167.138:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://60.220.167.247:8083/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://60.220.167.33:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://183.184.60.177:8084/rtp/226.0.2.233:9776 -- 0.13 MB/s
阳泉-1新闻综合,http://61.134.214.115:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.117.143.232:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://183.191.209.53:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://118.81.49.137:8084/rtp/226.0.2.233:9776 -- 0.07 MB/s
阳泉-1新闻综合,http://183.191.209.53:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.117.247.141:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://211.90.95.177:8082/rtp/226.0.2.233:9776 -- 0.28 MB/s
阳泉-1新闻综合,http://171.120.56.175:8084/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://211.90.95.177:8083/rtp/226.0.2.233:9776 -- 0.28 MB/s
阳泉-1新闻综合,http://221.205.18.162:8083/rtp/226.0.2.233:9776 -- 0.05 MB/s
阳泉-1新闻综合,http://118.81.199.231:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://183.191.227.128:8083/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.120.56.175:8082/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://118.81.199.231:8083/rtp/226.0.2.233:9776 -- 0.19 MB/s
阳泉-1新闻综合,http://171.118.210.23:8082/rtp/226.0.2.233:9776 -- 0.12 MB/s
阳泉-1新闻综合,http://183.191.227.128:8084/rtp/226.0.2.233:9776 -- 0.13 MB/s
阳泉-1新闻综合,http://171.124.108.149:8084/rtp/226.0.2.233:9776 -- 0.29 MB/s
阳泉-1新闻综合,http://171.117.143.232:8083/rtp/226.0.2.233:9776 -- 0.22 MB/s
阳泉-1新闻综合,http://60.220.167.138:8084/rtp/226.0.2.233:9776 -- 0.06 MB/s
阳泉-1新闻综合,http://211.90.95.177:8084/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-1新闻综合,http://183.191.227.128:8082/rtp/226.0.2.233:9776 -- 0.19 MB/s
阳泉-1新闻综合,http://171.118.210.23:8083/rtp/226.0.2.233:9776 -- 0.18 MB/s
阳泉-1新闻综合,http://61.134.214.115:8082/rtp/226.0.2.233:9776 -- 0.30 MB/s
阳泉-2科教,http://60.220.167.247:8084/rtp/226.0.2.234:9784 -- 0.29 MB/s
阳泉-2科教,http://171.117.74.234:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://171.120.195.48:8084/rtp/226.0.2.234:9784 -- 0.28 MB/s
阳泉-2科教,http://60.220.167.138:8083/rtp/226.0.2.234:9784 -- 0.13 MB/s
阳泉-2科教,http://60.220.167.83:8083/rtp/226.0.2.234:9784 -- 0.29 MB/s
阳泉-2科教,http://61.134.214.115:8082/rtp/226.0.2.234:9784 -- 0.29 MB/s
阳泉-2科教,http://118.81.49.137:8083/rtp/226.0.2.234:9784 -- 0.15 MB/s
阳泉-2科教,http://60.220.167.247:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://60.220.167.138:8084/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://171.124.108.149:8084/rtp/226.0.2.234:9784 -- 0.29 MB/s
阳泉-2科教,http://171.120.56.175:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://60.220.167.83:8084/rtp/226.0.2.234:9784 -- 0.20 MB/s
阳泉-2科教,http://118.81.199.231:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://183.191.209.53:8084/rtp/226.0.2.234:9784 -- 0.28 MB/s
阳泉-2科教,http://221.205.18.162:8084/rtp/226.0.2.234:9784 -- 0.25 MB/s
阳泉-2科教,http://171.117.247.141:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://183.184.60.177:8083/rtp/226.0.2.234:9784 -- 0.03 MB/s
阳泉-2科教,http://118.81.199.231:8084/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://61.134.214.115:8084/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://171.118.210.23:8082/rtp/226.0.2.234:9784 -- 0.00 MB/s
阳泉-2科教,http://183.185.64.161:8083/rtp/226.0.2.234:9784 -- 0.04 MB/s
阳泉-2科教,http://60.220.167.33:8084/rtp/226.0.2.234:9784 -- 0.04 MB/s
阳泉-2科教,http://211.90.95.177:8084/rtp/226.0.2.234:9784 -- 0.28 MB/s
阳泉-2科教,http://171.120.56.175:8084/rtp/226.0.2.234:9784 -- 0.30 MB/s
阳泉-2科教,http://183.185.66.46:8083/rtp/226.0.2.234:9784 -- 0.01 MB/s
阳泉-2科教,http://171.120.195.48:8082/rtp/226.0.2.234:9784 -- 0.28 MB/s
阳泉-2科教,http://183.191.227.128:8084/rtp/226.0.2.234:9784 -- 0.02 MB/s
阳泉-2科教,http://60.220.167.33:8083/rtp/226.0.2.234:9784 -- 0.30 MB/s
